DO,RTD,EC,PH,ORP
DO: 3.11, RTD: 39.04, EC: 259.80, PH: 4.24, ORP: -133.90
DO: 2.87, RTD: 39.02, EC: 259.50, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 39.01, EC: 258.90, PH: 4.25, ORP: -134.00
DO: 3.11, RTD: 38.99, EC: 259.30, PH: 4.25, ORP: -133.80
DO: 3.35, RTD: 38.98, EC: 263.00, PH: 4.25, ORP: -133.90
DO: 3.11, RTD: 38.97, EC: 258.80, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 38.96, EC: 259.40, PH: 4.24, ORP: -133.80
DO: 3.35, RTD: 38.96, EC: 259.10, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 39.14, EC: 259.60, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 39.01, EC: 260.20, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 39.00, EC: 261.70, PH: 4.24, ORP: -134.00
DO: 3.11, RTD: 39.00, EC: 260.20, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 38.99, EC: 260.20, PH: 4.24, ORP: -134.00
DO: 3.11, RTD: 38.99, EC: 260.00, PH: 4.24, ORP: -133.90
DO: 3.11, RTD: 38.98, EC: 260.10, PH: 4.24, ORP: -134.00
DO: 3.11, RTD: 38.97, EC: 259.90, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 38.97, EC: 265.00, PH: 4.24, ORP: -134.10
DO: 2.87, RTD: 38.98, EC: 267.10, PH: 4.24, ORP: -134.00
DO: 3.11, RTD: 38.98, EC: 264.10, PH: 4.24, ORP: -134.00
DO: 3.35, RTD: 38.99, EC: 263.60, PH: 4.24, ORP: -134.00
DO: 3.11, RTD: 38.99, EC: 264.40, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 38.99, EC: 266.30, PH: 4.24, ORP: -134.00
DO: 3.11, RTD: 38.99, EC: 264.70, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 38.99, EC: 261.60, PH: 4.24, ORP: -133.80
DO: 3.11, RTD: 38.99, EC: 260.80, PH: 4.24, ORP: -134.00
DO: 2.87, RTD: 38.99, EC: 260.60, PH: 4.24, ORP: -134.30
DO: 2.87, RTD: 38.98, EC: 261.60, PH: 4.23, ORP: -134.00
DO: 2.87, RTD: 38.98, EC: 262.40, PH: 4.24, ORP: -134.10
DO: 3.11, RTD: 38.98, EC: 262.50, PH: 4.24, ORP: -133.80
DO: 3.11, RTD: 38.97, EC: 263.70, PH: 4.23, ORP: -134.00
DO: 2.87, RTD: 38.97, EC: 264.30, PH: 4.23, ORP: -134.00
DO: 2.87, RTD: 38.99, EC: 264.50, PH: 4.23, ORP: -134.00
DO: 2.63, RTD: 39.00, EC: 261.20, PH: 4.24, ORP: -134.00
DO: 3.11, RTD: 39.01, EC: 261.20, PH: 4.23, ORP: -133.90
DO: 3.11, RTD: 39.01, EC: 261.00, PH: 4.23, ORP: -134.00
DO: 3.11, RTD: 39.01, EC: 260.70, PH: 4.23, ORP: -133.90
DO: 2.87, RTD: 39.02, EC: 260.70, PH: 4.23, ORP: -133.90
DO: 3.35, RTD: 39.02, EC: 260.30, PH: 4.23, ORP: -134.10
DO: 3.11, RTD: 39.02, EC: 263.20, PH: 4.23, ORP: -134.00
DO: 3.35, RTD: 39.03, EC: 263.10, PH: 4.23, ORP: -134.00
DO: 3.11, RTD: 39.03, EC: 260.80, PH: 4.23, ORP: -133.80
DO: 2.87, RTD: 39.04, EC: 260.50, PH: 4.23, ORP: -134.20
DO: 3.35, RTD: 39.04, EC: 263.30, PH: 4.23, ORP: -134.10
DO: 3.35, RTD: 39.05, EC: 260.60, PH: 4.22, ORP: -134.10
DO: 3.35, RTD: 39.05, EC: 262.50, PH: 4.22, ORP: -134.10
DO: 3.11, RTD: 39.06, EC: 262.80, PH: 4.22, ORP: -134.30
DO: 3.35, RTD: 39.06, EC: 263.10, PH: 4.22, ORP: -134.20
DO: 3.11, RTD: 39.06, EC: 268.40, PH: 4.22, ORP: -134.20
DO: 3.35, RTD: 39.06, EC: 261.50, PH: 4.23, ORP: -134.00
DO: 3.11, RTD: 39.06, EC: 259.50, PH: 4.22, ORP: -134.10
DO: 3.11, RTD: 39.07, EC: 258.30, PH: 4.23, ORP: -134.00
DO: 3.11, RTD: 39.07, EC: 263.80, PH: 4.22, ORP: -134.00
DO: 3.35, RTD: 39.07, EC: 259.60, PH: 4.22, ORP: -134.10
DO: 3.11, RTD: 39.07, EC: 262.20, PH: 4.23, ORP: -134.10
DO: 2.87, RTD: 39.06, EC: 264.10, PH: 4.23, ORP: -134.20
DO: 2.87, RTD: 39.06, EC: 261.60, PH: 4.23, ORP: -133.90
DO: 3.11, RTD: 39.05, EC: 258.30, PH: 4.22, ORP: -134.20
DO: 2.87, RTD: 39.04, EC: 258.70, PH: 4.22, ORP: -134.20
DO: 3.11, RTD: 39.03, EC: 258.70, PH: 4.22, ORP: -134.10
DO: 3.11, RTD: 39.03, EC: 260.50, PH: 4.22, ORP: -134.00
DO: 2.87, RTD: 39.03, EC: 262.90, PH: 4.22, ORP: -134.10
DO: 3.35, RTD: 39.03, EC: 262.40, PH: 4.22, ORP: -134.10
DO: 3.11, RTD: 39.02, EC: 258.80, PH: 4.22, ORP: -134.20
DO: 3.11, RTD: 39.00, EC: 261.10, PH: 4.22, ORP: -134.20
DO: 3.35, RTD: 38.99, EC: 260.30, PH: 4.22, ORP: -134.00
DO: 3.35, RTD: 38.98, EC: 257.70, PH: 4.22, ORP: -134.20
DO: 3.11, RTD: 38.97, EC: 258.10, PH: 4.21, ORP: -134.20
DO: 3.11, RTD: 38.96, EC: 265.30, PH: 4.21, ORP: -134.20
DO: 3.35, RTD: 38.95, EC: 258.20, PH: 4.21, ORP: -134.00
DO: 3.11, RTD: 38.95, EC: 256.90, PH: 4.22, ORP: -134.10
DO: 3.11, RTD: 38.95, EC: 260.30, PH: 4.21, ORP: -134.20
DO: 3.11, RTD: 38.95, EC: 260.00, PH: 4.21, ORP: -134.20
DO: 3.11, RTD: 38.95, EC: 258.80, PH: 4.21, ORP: -134.10
DO: 3.11, RTD: 38.96, EC: 263.70, PH: 4.21, ORP: -134.30
DO: 3.35, RTD: 38.98, EC: 261.00, PH: 4.21, ORP: -134.30
