DO,RTD,EC,PH,ORP
DO: 3.35,RTD: 23.76,EC: 410.50,PH: 4.38,ORP: -157.90
DO: 3.35,RTD: 23.76,EC: 410.80,PH: 4.38,ORP: -158.00
DO: 3.59,RTD: 23.76,EC: 411.10,PH: 4.38,ORP: -158.10
DO: 3.59,RTD: 23.76,EC: 410.90,PH: 4.38,ORP: -158.00
DO: 3.59,RTD: 23.76,EC: 410.80,PH: 4.38,ORP: -158.00
DO: 3.59,RTD: 23.76,EC: 410.80,PH: 4.37,ORP: -158.10
DO: 3.35,RTD: 23.76,EC: 410.40,PH: 4.37,ORP: -158.20
DO: 3.59,RTD: 23.76,EC: 410.60,PH: 4.37,ORP: -158.00
DO: 3.59,RTD: 23.77,EC: 410.50,PH: 4.38,ORP: -158.10
DO: 3.35,RTD: 23.77,EC: 411.00,PH: 4.38,ORP: -158.10
DO: 3.35,RTD: 23.77,EC: 411.30,PH: 4.37,ORP: -158.40
DO: 3.59,RTD: 23.77,EC: 411.30,PH: 4.37,ORP: -158.40
DO: 3.59,RTD: 23.77,EC: 410.90,PH: 4.37,ORP: -158.40
DO: 3.35,RTD: 23.77,EC: 411.00,PH: 4.37,ORP: -158.30
DO: 3.59,RTD: 23.77,EC: 411.20,PH: 4.36,ORP: -158.50
DO: 3.35,RTD: 23.77,EC: 410.90,PH: 4.36,ORP: -158.40
DO: 3.59,RTD: 23.77,EC: 411.00,PH: 4.37,ORP: -158.50
DO: 3.59,RTD: 23.77,EC: 411.10,PH: 4.37,ORP: -158.50
DO: 3.59,RTD: 23.77,EC: 410.80,PH: 4.36,ORP: -158.50
DO: 3.59,RTD: 23.77,EC: 410.90,PH: 4.36,ORP: -158.60
DO: 3.59,RTD: 23.77,EC: 410.80,PH: 4.36,ORP: -158.60
DO: 3.59,RTD: 23.77,EC: 410.50,PH: 4.36,ORP: -158.60
DO: 3.35,RTD: 23.77,EC: 410.60,PH: 4.36,ORP: -158.70
DO: 3.83,RTD: 23.77,EC: 410.70,PH: 4.36,ORP: -158.60
DO: 3.59,RTD: 23.77,EC: 410.40,PH: 4.36,ORP: -158.70
DO: 3.59,RTD: 23.77,EC: 410.40,PH: 4.36,ORP: -158.70
DO: 3.59,RTD: 23.77,EC: 410.40,PH: 4.36,ORP: -158.60
DO: 3.83,RTD: 23.77,EC: 410.30,PH: 4.36,ORP: -158.50
DO: 3.59,RTD: 23.77,EC: 410.40,PH: 4.35,ORP: -158.70
DO: 3.83,RTD: 23.77,EC: 410.40,PH: 4.36,ORP: -158.70
DO: 3.59,RTD: 23.77,EC: 410.20,PH: 4.36,ORP: -158.90
DO: 3.59,RTD: 23.77,EC: 410.60,PH: 4.36,ORP: -158.90
DO: 3.83,RTD: 23.77,EC: 410.70,PH: 4.36,ORP: -158.90
DO: 3.59,RTD: 23.77,EC: 410.50,PH: 4.36,ORP: -158.90
DO: 3.59,RTD: 23.77,EC: 410.60,PH: 4.36,ORP: -158.90
DO: 3.59,RTD: 23.77,EC: 410.70,PH: 4.36,ORP: -158.90
DO: 3.59,RTD: 23.77,EC: 410.50,PH: 4.35,ORP: -158.90
DO: 3.35,RTD: 23.77,EC: 410.40,PH: 4.35,ORP: -158.90
DO: 3.35,RTD: 23.77,EC: 409.50,PH: 4.35,ORP: -158.90
DO: 3.83,RTD: 23.77,EC: 408.30,PH: 4.35,ORP: -159.00
DO: 3.35,RTD: 23.77,EC: 408.30,PH: 4.35,ORP: -158.90
DO: 3.35,RTD: 23.77,EC: 407.70,PH: 4.35,ORP: -159.00
DO: 3.59,RTD: 23.77,EC: 407.40,PH: 4.35,ORP: -159.00
DO: 3.59,RTD: 23.77,EC: 407.20,PH: 4.35,ORP: -159.00
DO: 3.83,RTD: 23.77,EC: 407.50,PH: 4.35,ORP: -159.10
DO: 3.35,RTD: 23.77,EC: 407.10,PH: 4.35,ORP: -159.00
DO: 3.35,RTD: 23.77,EC: 407.40,PH: 4.35,ORP: -159.10
DO: 3.11,RTD: 23.77,EC: 407.60,PH: 4.35,ORP: -159.10
DO: 3.11,RTD: 23.77,EC: 407.60,PH: 4.35,ORP: -159.10
DO: 3.59,RTD: 23.77,EC: 407.50,PH: 4.35,ORP: -159.10
DO: 3.59,RTD: 23.77,EC: 407.40,PH: 4.34,ORP: -159.40
DO: 3.59,RTD: 23.77,EC: 407.30,PH: 4.35,ORP: -159.10
DO: 3.83,RTD: 23.78,EC: 414.80,PH: 4.53,ORP: -158.90
DO: 3.35,RTD: 23.78,EC: 410.30,PH: 4.32,ORP: -157.30
DO: 3.59,RTD: 23.78,EC: 410.60,PH: 4.34,ORP: -156.70
DO: 3.11,RTD: 23.78,EC: 410.80,PH: 4.34,ORP: -156.70
DO: 3.11,RTD: 23.78,EC: 411.20,PH: 4.34,ORP: -156.70
DO: 3.11,RTD: 23.78,EC: 411.20,PH: 4.35,ORP: -156.70
DO: 3.35,RTD: 23.78,EC: 411.20,PH: 4.35,ORP: -156.60
DO: 3.59,RTD: 23.77,EC: 411.60,PH: 4.34,ORP: -156.60
DO: 3.11,RTD: 23.77,EC: 411.60,PH: 4.34,ORP: -156.60
DO: 3.59,RTD: 23.77,EC: 411.80,PH: 4.34,ORP: -156.60
DO: 3.35,RTD: 23.77,EC: 411.50,PH: 4.35,ORP: -156.80
DO: 3.59,RTD: 23.77,EC: 411.70,PH: 4.35,ORP: -156.80
DO: 3.35,RTD: 23.77,EC: 411.80,PH: 4.34,ORP: -156.70
DO: 3.59,RTD: 23.77,EC: 411.80,PH: 4.34,ORP: -156.70
DO: 3.59,RTD: 23.77,EC: 412.00,PH: 4.34,ORP: -156.70
DO: 3.59,RTD: 23.77,EC: 412.10,PH: 4.34,ORP: -156.80
DO: 3.35,RTD: 23.77,EC: 412.40,PH: 4.35,ORP: -156.70
DO: 3.59,RTD: 23.77,EC: 412.20,PH: 4.34,ORP: -156.80
DO: 3.59,RTD: 23.77,EC: 412.00,PH: 4.34,ORP: -156.80
DO: 3.35,RTD: 23.77,EC: 412.30,PH: 4.34,ORP: -156.70
DO: 3.35,RTD: 23.77,EC: 412.40,PH: 4.34,ORP: -156.60
DO: 3.35,RTD: 23.77,EC: 412.20,PH: 4.34,ORP: -156.70
DO: 3.35,RTD: 23.77,EC: 412.30,PH: 4.34,ORP: -156.70
DO: 3.59,RTD: 23.77,EC: 412.30,PH: 4.34,ORP: -156.80
DO: 3.59,RTD: 23.77,EC: 412.30,PH: 4.34,ORP: -156.80
DO: 3.35,RTD: 23.77,EC: 412.50,PH: 4.34,ORP: -156.80
DO: 3.35,RTD: 23.77,EC: 412.50,PH: 4.34,ORP: -156.90
DO: 3.59,RTD: 23.77,EC: 412.70,PH: 4.34,ORP: -156.90
DO: 3.11,RTD: 23.77,EC: 413.30,PH: 4.34,ORP: -156.90
DO: 3.35,RTD: 23.77,EC: 412.80,PH: 4.34,ORP: -157.00
DO: 3.59,RTD: 23.77,EC: 412.90,PH: 4.34,ORP: -157.00
DO: 3.35,RTD: 23.77,EC: 413.10,PH: 4.34,ORP: -157.00
DO: 3.35,RTD: 23.77,EC: 413.00,PH: 4.34,ORP: -157.00
DO: 3.83,RTD: 23.77,EC: 413.00,PH: 4.34,ORP: -157.00
DO: 3.59,RTD: 23.77,EC: 413.10,PH: 4.33,ORP: -157.10
DO: 3.35,RTD: 23.77,EC: 413.00,PH: 4.33,ORP: -157.10
DO: 3.35,RTD: 23.77,EC: 412.90,PH: 4.30,ORP: -156.80
DO: 3.35,RTD: 23.77,EC: 405.90,PH: 4.34,ORP: -156.40
DO: 3.35,RTD: 23.77,EC: 406.60,PH: 4.34,ORP: -156.40
DO: 3.35,RTD: 23.77,EC: 407.30,PH: 4.33,ORP: -156.30
DO: 3.59,RTD: 23.77,EC: 407.90,PH: 4.33,ORP: -156.20
DO: 3.35,RTD: 23.77,EC: 408.30,PH: 4.33,ORP: -156.30
DO: 3.35,RTD: 23.77,EC: 408.60,PH: 4.33,ORP: -156.30
DO: 3.35,RTD: 23.77,EC: 409.40,PH: 4.33,ORP: -156.20
DO: 3.59,RTD: 23.77,EC: 409.60,PH: 4.34,ORP: -156.20
DO: 3.35,RTD: 23.77,EC: 409.50,PH: 4.33,ORP: -156.30
DO: 3.35,RTD: 23.77,EC: 409.60,PH: 4.34,ORP: -156.20
DO: 3.35,RTD: 23.77,EC: 410.00,PH: 4.34,ORP: -156.30
DO: 3.59,RTD: 23.77,EC: 410.20,PH: 4.33,ORP: -156.30
DO: 3.59,RTD: 23.77,EC: 410.50,PH: 4.33,ORP: -156.30
DO: 3.59,RTD: 23.77,EC: 411.10,PH: 4.33,ORP: -156.40
DO: 3.59,RTD: 23.77,EC: 411.20,PH: 4.33,ORP: -156.40
DO: 3.59,RTD: 23.77,EC: 411.00,PH: 4.33,ORP: -156.30
DO: 3.35,RTD: 23.77,EC: 413.50,PH: 4.33,ORP: -156.30
DO: 3.59,RTD: 23.77,EC: 412.90,PH: 4.33,ORP: -156.40
DO: 3.35,RTD: 23.77,EC: 413.20,PH: 4.33,ORP: -156.40
DO: 3.35,RTD: 23.77,EC: 412.00,PH: 4.33,ORP: -156.40
DO: 3.35,RTD: 23.77,EC: 411.60,PH: 4.33,ORP: -156.40
DO: 3.83,RTD: 23.76,EC: 411.60,PH: 4.33,ORP: -156.50
DO: 3.35,RTD: 23.76,EC: 411.30,PH: 4.33,ORP: -156.50
DO: 3.11,RTD: 23.76,EC: 411.70,PH: 4.33,ORP: -156.50
DO: 3.11,RTD: 23.76,EC: 411.80,PH: 4.33,ORP: -156.40
DO: 3.59,RTD: 23.76,EC: 411.70,PH: 4.33,ORP: -156.40
DO: 3.35,RTD: 23.76,EC: 411.80,PH: 4.32,ORP: -156.40
DO: 3.35,RTD: 23.76,EC: 412.30,PH: 4.33,ORP: -156.50
DO: 3.35,RTD: 23.76,EC: 412.70,PH: 4.33,ORP: -156.40
DO: 3.35,RTD: 23.76,EC: 413.00,PH: 4.33,ORP: -156.60
DO: 3.35,RTD: 23.76,EC: 412.90,PH: 4.33,ORP: -156.60
DO: 3.59,RTD: 23.75,EC: 412.70,PH: 4.32,ORP: -156.60
DO: 3.35,RTD: 23.75,EC: 412.60,PH: 4.32,ORP: -156.50
DO: 3.35,RTD: 23.75,EC: 412.40,PH: 4.32,ORP: -156.60
DO: 3.35,RTD: 23.75,EC: 412.40,PH: 4.33,ORP: -156.60
DO: 3.35,RTD: 23.75,EC: 412.40,PH: 4.33,ORP: -156.60
DO: 3.35,RTD: 23.75,EC: 412.30,PH: 4.32,ORP: -156.60
DO: 3.59,RTD: 23.75,EC: 412.40,PH: 4.32,ORP: -156.60
DO: 3.83,RTD: 23.75,EC: 412.40,PH: 4.32,ORP: -156.60
DO: 3.59,RTD: 23.75,EC: 412.60,PH: 4.32,ORP: -156.60
DO: 3.59,RTD: 23.75,EC: 412.30,PH: 4.32,ORP: -156.70
DO: 3.83,RTD: 23.75,EC: 412.50,PH: 4.33,ORP: -156.70
DO: 3.59,RTD: 23.75,EC: 412.40,PH: 4.32,ORP: -156.60
DO: 3.59,RTD: 23.75,EC: 412.30,PH: 4.32,ORP: -156.80
DO: 3.83,RTD: 23.75,EC: 412.60,PH: 4.32,ORP: -156.80
DO: 3.59,RTD: 23.75,EC: 413.20,PH: 4.31,ORP: -156.90
DO: 3.59,RTD: 23.75,EC: 413.40,PH: 4.32,ORP: -156.80
DO: 3.35,RTD: 23.75,EC: 413.40,PH: 4.32,ORP: -156.90
DO: 3.35,RTD: 23.75,EC: 413.00,PH: 4.31,ORP: -157.10
DO: 3.83,RTD: 23.75,EC: 413.10,PH: 4.32,ORP: -157.00
DO: 3.83,RTD: 23.75,EC: 412.80,PH: 4.32,ORP: -157.00
DO: 3.59,RTD: 23.75,EC: 413.10,PH: 4.32,ORP: -157.10
DO: 3.59,RTD: 23.75,EC: 413.20,PH: 4.32,ORP: -157.00
DO: 3.59,RTD: 23.75,EC: 413.20,PH: 4.32,ORP: -157.20
DO: 3.35,RTD: 23.75,EC: 412.90,PH: 4.32,ORP: -157.10
DO: 3.83,RTD: 23.75,EC: 415.80,PH: 4.45,ORP: -156.90
DO: 3.83,RTD: 23.75,EC: 427.10,PH: 4.43,ORP: -156.50
DO: 3.35,RTD: 23.76,EC: 428.30,PH: 4.34,ORP: -156.40
DO: 3.59,RTD: 23.77,EC: 427.50,PH: 4.32,ORP: -156.40
DO: 3.59,RTD: 23.77,EC: 427.40,PH: 4.32,ORP: -156.40
DO: 3.35,RTD: 23.77,EC: 427.60,PH: 4.32,ORP: -156.40
DO: 3.35,RTD: 23.78,EC: 427.80,PH: 4.32,ORP: -156.40
DO: 3.11,RTD: 23.78,EC: 427.90,PH: 4.32,ORP: -156.40
DO: 3.35,RTD: 23.78,EC: 428.00,PH: 4.32,ORP: -156.40
DO: 3.59,RTD: 23.78,EC: 428.30,PH: 4.32,ORP: -156.20
DO: 3.35,RTD: 23.78,EC: 428.30,PH: 4.31,ORP: -156.30
DO: 3.35,RTD: 23.78,EC: 428.20,PH: 4.31,ORP: -156.10
DO: 3.35,RTD: 23.78,EC: 428.50,PH: 4.32,ORP: -156.00
DO: 3.35,RTD: 23.78,EC: 428.40,PH: 4.31,ORP: -155.90
DO: 3.35,RTD: 23.78,EC: 428.70,PH: 4.31,ORP: -155.80
DO: 3.35,RTD: 23.78,EC: 428.80,PH: 4.32,ORP: -155.70
DO: 3.35,RTD: 23.78,EC: 429.10,PH: 4.31,ORP: -155.40
DO: 3.35,RTD: 23.78,EC: 428.90,PH: 4.31,ORP: -155.40
DO: 3.59,RTD: 23.78,EC: 429.30,PH: 4.31,ORP: -155.40
DO: 3.35,RTD: 23.78,EC: 429.20,PH: 4.32,ORP: -155.20
DO: 3.11,RTD: 23.78,EC: 429.40,PH: 4.32,ORP: -155.20
DO: 3.35,RTD: 23.78,EC: 429.30,PH: 4.32,ORP: -155.20
DO: 3.59,RTD: 23.78,EC: 429.50,PH: 4.31,ORP: -155.00
DO: 3.11,RTD: 23.78,EC: 429.60,PH: 4.31,ORP: -155.10
DO: 3.59,RTD: 23.78,EC: 429.40,PH: 4.31,ORP: -154.90
DO: 3.35,RTD: 23.78,EC: 429.60,PH: 4.31,ORP: -154.90
DO: 3.59,RTD: 23.78,EC: 429.90,PH: 4.32,ORP: -154.90
DO: 3.35,RTD: 23.78,EC: 429.50,PH: 4.31,ORP: -154.80
DO: 3.59,RTD: 23.78,EC: 429.80,PH: 4.31,ORP: -154.70
DO: 3.35,RTD: 23.78,EC: 429.80,PH: 4.31,ORP: -154.80
DO: 3.35,RTD: 23.78,EC: 429.90,PH: 4.31,ORP: -154.60
DO: 3.35,RTD: 23.78,EC: 429.90,PH: 4.31,ORP: -154.50
DO: 3.11,RTD: 23.77,EC: 429.90,PH: 4.31,ORP: -154.40
DO: 3.35,RTD: 23.77,EC: 429.90,PH: 4.31,ORP: -154.40
DO: 3.59,RTD: 23.77,EC: 430.00,PH: 4.31,ORP: -154.40
DO: 3.83,RTD: 23.77,EC: 429.90,PH: 4.31,ORP: -154.40
DO: 3.35,RTD: 23.77,EC: 430.20,PH: 4.31,ORP: -154.40
DO: 3.35,RTD: 23.77,EC: 429.90,PH: 4.31,ORP: -154.30
DO: 3.59,RTD: 23.77,EC: 429.90,PH: 4.31,ORP: -154.30
DO: 3.35,RTD: 23.77,EC: 430.10,PH: 4.31,ORP: -154.20
DO: 3.35,RTD: 23.77,EC: 430.10,PH: 4.31,ORP: -154.30
DO: 3.35,RTD: 23.77,EC: 429.80,PH: 4.32,ORP: -154.40
DO: 3.59,RTD: 23.77,EC: 430.10,PH: 4.31,ORP: -154.30
DO: 3.59,RTD: 23.77,EC: 430.10,PH: 4.31,ORP: -154.40
DO: 3.59,RTD: 23.77,EC: 430.20,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.77,EC: 430.10,PH: 4.31,ORP: -154.60
DO: 3.35,RTD: 23.76,EC: 430.10,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.76,EC: 430.10,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.76,EC: 430.00,PH: 4.32,ORP: -154.40
DO: 3.35,RTD: 23.76,EC: 430.20,PH: 4.31,ORP: -154.40
DO: 3.35,RTD: 23.76,EC: 430.10,PH: 4.31,ORP: -154.40
DO: 3.11,RTD: 23.76,EC: 430.20,PH: 4.31,ORP: -154.40
DO: 3.59,RTD: 23.76,EC: 430.40,PH: 4.32,ORP: -154.30
DO: 3.59,RTD: 23.76,EC: 430.10,PH: 4.32,ORP: -154.40
DO: 3.11,RTD: 23.76,EC: 430.20,PH: 4.32,ORP: -154.40
DO: 3.35,RTD: 23.76,EC: 430.10,PH: 4.32,ORP: -154.30
DO: 3.35,RTD: 23.76,EC: 430.40,PH: 4.32,ORP: -154.30
DO: 3.59,RTD: 23.76,EC: 430.20,PH: 4.32,ORP: -154.30
DO: 3.59,RTD: 23.76,EC: 430.40,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.76,EC: 430.20,PH: 4.31,ORP: -154.40
DO: 3.11,RTD: 23.75,EC: 430.20,PH: 4.31,ORP: -154.40
DO: 3.59,RTD: 23.75,EC: 430.30,PH: 4.31,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.40,PH: 4.31,ORP: -154.40
DO: 3.35,RTD: 23.75,EC: 430.20,PH: 4.31,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 430.10,PH: 4.31,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 430.50,PH: 4.32,ORP: -154.60
DO: 3.11,RTD: 23.75,EC: 430.40,PH: 4.32,ORP: -154.50
DO: 3.11,RTD: 23.75,EC: 430.30,PH: 4.32,ORP: -154.40
DO: 3.11,RTD: 23.75,EC: 430.20,PH: 4.32,ORP: -154.40
DO: 3.35,RTD: 23.75,EC: 430.50,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.40,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.30,PH: 4.32,ORP: -154.50
DO: 3.35,RTD: 23.75,EC: 430.60,PH: 4.31,ORP: -154.50
DO: 3.59,RTD: 23.75,EC: 430.30,PH: 4.32,ORP: -154.60
DO: 3.11,RTD: 23.75,EC: 430.60,PH: 4.32,ORP: -154.60
DO: 3.11,RTD: 23.75,EC: 430.60,PH: 4.32,ORP: -154.60
DO: 3.35,RTD: 23.75,EC: 430.80,PH: 4.32,ORP: -154.60
