DO,RTD,EC,PH,ORP
DO: 3.35,RTD: 17.76,EC: 1892.00,PH: 6.52,ORP: -223.40
DO: 3.35,RTD: 17.77,EC: 1892.00,PH: 6.52,ORP: -223.60
DO: 3.11,RTD: 17.77,EC: 1892.00,PH: 6.51,ORP: -223.80
DO: 3.11,RTD: 17.77,EC: 1891.00,PH: 6.51,ORP: -223.80
DO: 3.35,RTD: 17.78,EC: 1891.00,PH: 6.51,ORP: -223.90
DO: 3.11,RTD: 17.78,EC: 1891.00,PH: 6.51,ORP: -224.00
DO: 3.11,RTD: 17.79,EC: 1890.00,PH: 6.51,ORP: -224.10
DO: 3.11,RTD: 17.79,EC: 1894.00,PH: 6.51,ORP: -224.20
DO: 3.35,RTD: 17.79,EC: 1894.00,PH: 6.51,ORP: -224.30
DO: 3.11,RTD: 17.79,EC: 1894.00,PH: 6.50,ORP: -224.60
DO: 3.11,RTD: 17.80,EC: 1893.00,PH: 6.49,ORP: -224.70
DO: 3.35,RTD: 17.80,EC: 1894.00,PH: 6.48,ORP: -224.80
DO: 3.35,RTD: 17.80,EC: 1894.00,PH: 6.48,ORP: -224.90
DO: 3.35,RTD: 17.81,EC: 1893.00,PH: 6.48,ORP: -225.00
DO: 3.11,RTD: 17.81,EC: 1892.00,PH: 6.47,ORP: -225.10
DO: 3.11,RTD: 17.81,EC: 1892.00,PH: 6.48,ORP: -225.20
DO: 3.35,RTD: 17.82,EC: 1892.00,PH: 6.47,ORP: -225.20
DO: 3.11,RTD: 17.82,EC: 1892.00,PH: 6.47,ORP: -225.30
DO: 3.35,RTD: 17.82,EC: 1892.00,PH: 6.47,ORP: -225.40
DO: 3.11,RTD: 17.83,EC: 1891.00,PH: 6.47,ORP: -225.50
DO: 3.35,RTD: 17.83,EC: 1890.00,PH: 6.47,ORP: -225.60
DO: 3.11,RTD: 17.83,EC: 1890.00,PH: 6.46,ORP: -225.80
DO: 2.87,RTD: 17.84,EC: 1890.00,PH: 6.46,ORP: -225.90
DO: 3.35,RTD: 17.84,EC: 1890.00,PH: 6.46,ORP: -225.90
DO: 3.11,RTD: 17.84,EC: 1889.00,PH: 6.46,ORP: -226.00
DO: 3.11,RTD: 17.85,EC: 1886.00,PH: 6.46,ORP: -226.20
DO: 3.11,RTD: 17.85,EC: 1886.00,PH: 6.46,ORP: -226.30
DO: 3.35,RTD: 17.85,EC: 1886.00,PH: 6.46,ORP: -226.50
DO: 3.59,RTD: 17.85,EC: 1886.00,PH: 6.46,ORP: -226.50
DO: 3.35,RTD: 17.86,EC: 1886.00,PH: 6.46,ORP: -226.80
DO: 3.11,RTD: 17.86,EC: 1885.00,PH: 6.46,ORP: -226.80
DO: 3.35,RTD: 17.86,EC: 1885.00,PH: 6.45,ORP: -226.90
DO: 3.11,RTD: 17.86,EC: 1884.00,PH: 6.45,ORP: -227.00
DO: 3.59,RTD: 17.87,EC: 1884.00,PH: 6.45,ORP: -227.10
DO: 3.35,RTD: 17.87,EC: 1883.00,PH: 6.45,ORP: -227.20
DO: 3.11,RTD: 17.87,EC: 1883.00,PH: 6.45,ORP: -227.20
DO: 3.11,RTD: 17.87,EC: 1882.00,PH: 6.45,ORP: -227.40
DO: 3.35,RTD: 17.88,EC: 1882.00,PH: 6.45,ORP: -227.50
DO: 3.35,RTD: 17.88,EC: 1882.00,PH: 6.44,ORP: -227.50
DO: 3.35,RTD: 17.88,EC: 1881.00,PH: 6.44,ORP: -227.70
DO: 3.35,RTD: 17.89,EC: 1881.00,PH: 6.44,ORP: -227.80
DO: 3.35,RTD: 17.89,EC: 1881.00,PH: 6.44,ORP: -227.90
DO: 3.35,RTD: 17.89,EC: 1880.00,PH: 6.44,ORP: -227.80
DO: 3.35,RTD: 17.90,EC: 1879.00,PH: 6.44,ORP: -228.10
DO: 3.11,RTD: 17.90,EC: 1879.00,PH: 6.44,ORP: -228.10
DO: 3.35,RTD: 17.90,EC: 1879.00,PH: 6.43,ORP: -228.10
DO: 3.11,RTD: 17.90,EC: 1878.00,PH: 6.43,ORP: -228.20
DO: 3.35,RTD: 17.90,EC: 1879.00,PH: 6.43,ORP: -228.20
DO: 3.35,RTD: 17.91,EC: 1878.00,PH: 6.43,ORP: -228.40
DO: 3.11,RTD: 17.91,EC: 1877.00,PH: 6.43,ORP: -228.50
DO: 3.11,RTD: 17.91,EC: 1877.00,PH: 6.43,ORP: -228.70
DO: 3.11,RTD: 17.91,EC: 1877.00,PH: 6.43,ORP: -228.70
DO: 3.35,RTD: 17.91,EC: 1877.00,PH: 6.43,ORP: -228.70
DO: 3.35,RTD: 17.92,EC: 1876.00,PH: 6.43,ORP: -228.70
DO: 3.59,RTD: 17.92,EC: 1876.00,PH: 6.43,ORP: -228.80
DO: 3.11,RTD: 17.92,EC: 1876.00,PH: 6.42,ORP: -228.90
DO: 3.11,RTD: 17.92,EC: 1876.00,PH: 6.42,ORP: -229.10
DO: 3.59,RTD: 17.93,EC: 1876.00,PH: 6.42,ORP: -229.10
DO: 3.35,RTD: 17.93,EC: 1875.00,PH: 6.42,ORP: -229.20
DO: 3.11,RTD: 17.93,EC: 1875.00,PH: 6.42,ORP: -229.30
DO: 3.35,RTD: 17.93,EC: 1875.00,PH: 6.41,ORP: -229.20
DO: 3.35,RTD: 17.93,EC: 1875.00,PH: 6.41,ORP: -229.50
DO: 3.35,RTD: 17.93,EC: 1875.00,PH: 6.41,ORP: -229.50
DO: 3.35,RTD: 17.93,EC: 1875.00,PH: 6.41,ORP: -229.70
DO: 3.11,RTD: 17.93,EC: 1875.00,PH: 6.41,ORP: -229.70
DO: 3.35,RTD: 17.93,EC: 1875.00,PH: 6.41,ORP: -229.70
DO: 3.35,RTD: 17.93,EC: 1874.00,PH: 6.40,ORP: -229.90
DO: 3.11,RTD: 17.92,EC: 1875.00,PH: 6.41,ORP: -230.00
DO: 3.35,RTD: 17.92,EC: 1874.00,PH: 6.40,ORP: -230.10
DO: 3.35,RTD: 17.92,EC: 1874.00,PH: 6.40,ORP: -230.20
DO: 3.35,RTD: 17.92,EC: 1874.00,PH: 6.40,ORP: -230.20
DO: 3.59,RTD: 17.92,EC: 1874.00,PH: 6.40,ORP: -230.50
DO: 3.59,RTD: 17.91,EC: 1874.00,PH: 6.40,ORP: -230.40
DO: 3.59,RTD: 17.91,EC: 1874.00,PH: 6.41,ORP: -230.50
DO: 3.35,RTD: 17.91,EC: 1874.00,PH: 6.41,ORP: -230.60
DO: 3.35,RTD: 17.91,EC: 1874.00,PH: 6.41,ORP: -230.90
DO: 3.11,RTD: 17.91,EC: 1874.00,PH: 6.41,ORP: -230.70
DO: 3.11,RTD: 17.92,EC: 1874.00,PH: 6.41,ORP: -231.00
DO: 3.35,RTD: 17.92,EC: 1874.00,PH: 6.41,ORP: -231.00
DO: 3.35,RTD: 17.92,EC: 1874.00,PH: 6.41,ORP: -231.20
DO: 3.35,RTD: 17.92,EC: 1874.00,PH: 6.41,ORP: -231.10
DO: 3.35,RTD: 17.93,EC: 1874.00,PH: 6.41,ORP: -231.20
DO: 3.11,RTD: 17.93,EC: 1874.00,PH: 6.41,ORP: -231.40
DO: 3.35,RTD: 17.93,EC: 1874.00,PH: 6.41,ORP: -231.30
DO: 3.35,RTD: 17.93,EC: 1874.00,PH: 6.41,ORP: -231.40
DO: 3.59,RTD: 17.94,EC: 1873.00,PH: 6.41,ORP: -231.40
DO: 3.35,RTD: 17.94,EC: 1874.00,PH: 6.42,ORP: -231.50
DO: 3.11,RTD: 17.94,EC: 1874.00,PH: 6.42,ORP: -231.60
DO: 3.35,RTD: 17.94,EC: 1874.00,PH: 6.42,ORP: -231.70
DO: 3.35,RTD: 17.95,EC: 1873.00,PH: 6.42,ORP: -231.80
DO: 3.35,RTD: 17.95,EC: 1873.00,PH: 6.41,ORP: -231.80
DO: 3.35,RTD: 17.95,EC: 1873.00,PH: 6.41,ORP: -231.80
DO: 3.59,RTD: 17.96,EC: 1873.00,PH: 6.41,ORP: -232.00
DO: 3.35,RTD: 17.96,EC: 1872.00,PH: 6.41,ORP: -232.00
